,username,beername,user_rating,user_review
4393,jmdrpi,Ayinger Weizenbock,4.28,"500 ml bottle

pours a cloudy golden color, bright white head. great head retention. aroma of golden wheat and spicy phenols. similar flavor, starts off with herbal clove spiciness then finishes with sweeter grainy malt. good balance. medium to fuller bodied, coats the mouth. overall very enjoyable"
4394,defunksta,Ayinger Weizenbock,4.1,"Appearance: Pours a slightly cloudy (70% clarity), medium orange color with a strong white head. SRM of 9. (4.25)

Aroma: Strong and bready aromas of bread malt, bubble gum, bread spices. Yeast and cloves. Some hints of citrus. Lots of bubblegum.

Flavor: Strong and bready flavors of bread malt, bubble gum, orange citrus within. Yeasty, bread malt and spiced with a slightly sweet bread malt and orange citrus off the finish. Hints of some dark fruits of apricot, plum, raisin. Mildly sweet, but relatively dry.

Feel: Medium-bodied, strong carbonation and finishes mildly sweet, but clean. Some bubblegum and citrus linger 

Compared to Weihenstephaner Vitus 11/2022: Pours a darker color. More wheat and orange citrus flavors. Less bread, bubble gum, and cloves. Winner: Ayinger
11/2023: Pours darker, similar head. Milder aromas. More orange and banana creamsicle and pudding. Less orange citrus and bread spices. Less yeast and carbonation. Sweeter and more creamy. Winner: Weihenstephaner

Compared to Schneider Weisse Tap 6 Mein Adventinus 2/2023: Pours lighter. Similar head. Slightly more orange citrus, banana, bubblegum and spice. Less sweet and rich caramel notes. Winner: Ayinger

Overall: Only my second of the style, but clearly a fantastic Weizenbock. Nice orange citrus and wheat flavors with just enough bread spice and bubblegum in the yeast to invite another sip. Relatively clean and dry. Extremely flavorful and drinkable. Nice orange citrus, bubblegum, yeast. This one is perfection. 
Updated Rating 2023: More smooth, melded, malty flavors. Sweet. (Updated Rating: 4.10)"
4395,JamFuel,Ayinger Weizenbock,4.55,"On tap at Peas & Honey.

Pours a hazy golden orange with thick, soft head.

Smell is sweet and fruity with notes of banana, banana candy, cream, orange, cloves and estery yeast.

Taste is rich, creamy and sweet. Notes of banana, banana candy, citrus, white bread, cloves and yeast. 

Mouthfeel is thick, smooth and well carbonated.

Overall, an outstanding Weizenbock. ticks all the boxes."
4396,leaddog,Abbaye Des Rocs Grand Cru Belgian Special Brown,3.39,"9.5% on the bottle. 

Upon opening up this bottle, it gushed and lost nearly half the bottle. Not sure as to quality control with this one. 

Appearance - Pours a copper brown with a finger of bubbly white head. 

Smell - fruity esters of raisin, plum, and fig, low spicy hops, toffee malts, caramel, and earthy yeast. 

Taste - fruity esters of raisin, plum, and fig upfront but not potent enough for the style. The hint of spicy hops come through next. The toffee malts, caramel, and earthy yeast round out the brew. The flavours are not that potent which is very dissapointing.

Mouthfeel - Medium bodied with moderate carbonation. Finishes a tad thin. 

Overall - A disappointing brew that started off on the wrong foot. Nearly loosing half the beer due to gushing is a terrible sign of this brewery's quality control. Perhaps this was an off-bottle."
4397,Sigmund,Abbaye Des Rocs Grand Cru Belgian Special Brown,3.71,"1.5 liter magnum bottle, RBESG 2005 Grand Tasting. ABV was 10%. Intense oaky and malty aroma. Flavour is also intensely oaky and moderately sweet. I probably drank it too warm, will need to rerate when available at cellar temperature. As it was, it’s not my definite favourite, but obviously a well crafted beer."
4398,JonnoWillsteed,Abbaye Des Rocs Grand Cru Belgian Special Brown,4.12,"Lable has changed, it's now more text + subtle pared back indigo blue graphics on white than that pictured in the headers. ABV is marked as 9.5% instead of the 9.0% in the headers.
Front lable reads: 'Brasserie Des Rocs, Grand Cru, Belgian Special Brown Ale'.
L- Pours very rich intense chestnut brown, clear, though I see now some minor sediment was left in the bottle. 3mm pale tan head.
S- Pungent deep roasted fruits. Reminds me of British Xmas pudding. This is a good sign IME touch wood.
T- The Smell follows into the Taste, plus a little more somewhat dry and toasty edge on top. Perhaps that's what differentiates this from a Belgian tripel, which at this ABV% I'd expect to be much richer.
F- Pungent, quite a hefty feel. Somewhat dry for a 9.5% though, I notice in the subtle little lick of hoppy zing I get on my tongue/palate as I swallow. I think it's cleverly balanced. 
O- Nice. It has a power and one that is quite reined in for 9.5% Nothing leaps out and beats you over the head. Nothing at all strikes me as at all out of balance. Very drinkable and I'd happily drink it again. This style would work best for me in colder months.... visions of kicking back and slow-sipping a couple of these in front of a log fire that maybe one day I'll own :)
Bought from BelgianInABox (Antwerp/BE) for delivery to me in London/UK.
330ml bottle: BB: 25/02/2022,"
4399,aleigator,Abbaye Des Rocs Grand Cru Belgian Special Brown,3.56,"Pours a hazelnut brown color with a huge, stable eggshell colored head.

Smells of milk chocolate, green peppers, allspice and anise. Quite forward on the spices, this manages to establish a balancing herbal hop presence on the nose, providing an intriguing depth.

Has a soft, medium bodied mouthfeel with a fitting, lighter effervescence during its finish.

Has a soft, almost aqueous beginning, followed up by bakers chocolate, cardamom and glazed toffee, together with a light note of dried leaves. Those produce a pleasant dryness, feathering the overall malt sweetness in this a bit, allowing for spicy licorice and a whiff of milk chocolate to cut through. Finishes with even more spicy, chewy licorice and sweeter turning chocolate among rock sugar and very light noble hops.

Quite pleasant with a great mouthfeel to it, this provides a classic belgian sweetness with a satisfying depth to it."
4400,stevoj,Abbaye Des Rocs Grand Cru Belgian Special Brown,3.54,"Listed as 9.5% on label, and as Brasserie des Rocs. Normal quad dried fruit aromas and flavors, abrupt finish, cloying sweetness. I had hoped for better based on the overall score."
4401,TooManyGlasses,Abbaye Des Rocs Grand Cru Belgian Special Brown,4.28,"Best before Feb 18, 2020 - this version is 9.5% ABV - enjoyed (Canadian) Thanksgiving 2019.
Pours a coppery deep caramel brown with abundant cream coloured head with orangey highlights - clear but significant debris from a ? poorly poured bottle.
Sweet caramel, toffee, yeasty Belgian spices, raisin, brown sugar, and a bit of booziness on the nose.
Taste follows - delicious caramel, Belgian spice, toffee, dark fruits, a touch of booze on a backbone of malty sweetness.
Medium bodied but briskly carbonated leading to a creamy deliciously sweet finish, 
The floating debris was a bit unnerving but else this was fantastic."
4402,OlaB,Abbaye Des Rocs Grand Cru Belgian Special Brown,4.32,"Pours a murky brown color with a medium top off beige head that dissolves quickly.
Aroma is of caramel, toffee,cocoa, bread, dark and dried fruits, anis, vanilla and spices. Getting a christmas cake feel off the aroma. 
The flavour follows the nose. Sweet with dark and dried fruit notes and strong malt notes innen the back with nice notes off caramel, dark bread and cocoa . It then gets more hints off spices in the flavour before finishing with some slight bitter notes balanced nicely with the malt background. Nice strenght and lenght in the aftertaste. 
Mouthfeel is creamy and smooth with a full body and a soft carbonation. 
With two words: really delicious."
4403,Ushouldbeworkinh,Kriek De Ranke,3.25,"Mostly acidic really, cherry barely come through to me. Slight funky farmhouse smell."
4404,johnnnniee,Kriek De Ranke,4.01,"Bottle from Mail Order sampled at a couple of years old. 
Lightly hazy deep brick red in color with a bubbly off white head that had to be coaxed. Rich earthy funk and plenty of lemony lactic and a huge helping of sour tart cherries. Lightly gritty mouthfeel but a fine beverage imho."
4405,EmperorBevis,Kriek De Ranke,4.25,"Bevis Maun is drinking a Kriek De Ranke by Brouwerij De Ranke at Café Beermoth

Aroma is cherry b’s but super sour flavour salted Turkish delight

Bottle Bottle
Comment
Toast
13 hours ago View Detailed Check-in Delete Check-In"
4406,zac16125,Kriek De Ranke,4.16,"750mL bottle into a teku glass
Best before: 09-03-2023

Pours a hazy strawberry red color with a fairly large fizzy pink head that dissipates quickly down to nothing. Carbonation appears huge. Aromas of berry jam, pale malts, subtle funk, tart red fruits including of course cherry but also strawberry. There’s a uniqueness to the aroma that differentiates it’s from most lambic, perhaps a product of the blending as it appears this is not 100% lambic but a blend with some other base beer. Regardless i really did the aroma. Taste is much more sour than the aroma implied. Balanced by the big berry notes. some oak, only funk is the burnt plastic kind there’s almost no pungent character which I prefer. Mouthfeel is a bit harsh, it’s just so heavily carbonated it’s almost hard to drink without belching or getting hiccups. Never had that happen with a beer before. This also somewhat limits it’s drinkability. Overall, quite a nice beer, but lacking when compared to some of the greatest Belgium lambic. 


4/4.25/4.25/3.5/4.25"
4407,Alieniloquium,Kriek De Ranke,3.46,"750 mL bottle. Bright red. Smells of cherries, bitter earthy yeast funk, and a little oak. Tastes of earthy yeast notes, cherry, oak, a little dried grass. Medium body and well carbonated. Not terribly sour, which is nice. Good all around."
4408,Sigmund,Kriek De Ranke,3.95,"Shared 750 ml bottle at Mikkeller Bar, Aarhus. Red color, pinkish off-White head. Dryish aroma of sour cherries and farmhouse. Bone dry flavour with notes of sour cherries and brettanomyces."
